uid,name,six_symbol,isin,lei,street,zip,city,lon,lat,geocode_query,seat_basis,noga_group,consolidation_basis,revenue,revenue_currency,revenue_type,revenue_unit,profit,profit_currency,profit_unit,core_products,products_url,founding_year,founding_year_source,employees,fiscal_year,report_url,note,researched
CHE107031232,Adecco Group AG,ADEN,CH0012138605,NI14Y5UMU60O7JE9P611,Bellerivestrasse 30,8008,Zürich,8.549711,47.35836,"Bellerivestrasse 30, 8008 Zürich",hq,dienstleistung,total_group,23082,EUR,net_sales,1000000,295,EUR,1000000,"Personaldienstleistungen: Zeitarbeit und Personalvermittlung (Adecco), IT- und Engineering-Consulting (Akkodis) sowie Karriereberatung/Outplacement und Weiterbildung (LHH).",https://www.adeccogroup.com/what-we-do,1996,https://www.adeccogroup.com/our-group/about-us/history,71679,2025,https://www.adeccogroup.com/-/media/project/adecco-group/adeccogroup/pdf-files/2026-march/the-adecco-group-annual-report-2025.pdf,"Beschäftigte sind Köpfe (""Total headcount"" der company-based employees, S. 122/Non-Financial Report-Tabelle) = 71'679. Im selben Bericht wird an anderer Stelle (Note 1, Financial Statements) zusätzlich eine Näherung von ca. 34'000 FTE company-based employees 'excluding consultants' genannt – abweichender, engerer Umfang, nicht verwendet. Gewinn ist der auf Adecco-Group-Aktionäre entfallende Anteil (EUR 295 Mio.); der Konzerngewinn vor Minderheiten betrug EUR 294 Mio. (Minderheitsanteil: EUR -1 Mio. Verlust).",yes
415204,Adval Tech Holding AG,ADVN,CH0008967926,,Freiburgstrasse 556,3172,Niederwangen b. Bern,7.375957,46.924713,"Freiburgstrasse 556, 3172 Niederwangen b. Bern",zefix,industrie,total_group,155.921,CHF,net_sales,1000000,-6.933,CHF,1000000,"Industriepartner fuer technologisch anspruchsvolle Bauteile und Baugruppen aus Metall, Leichtmetall und Kunststoff (Stanz-/Umformtechnik und Spritzguss) fuer die Automobilindustrie und MedTech, von Produktentwicklung ueber Werkzeugbau bis zur Serienfertigung.",https://mailing-ircockpit.eqs.com/crm-mailing/5c25e3e4-ea7c-11e8-902f-2c44fd856d8c/c0626732-d5cb-4f0e-8964-1da859f23973/d087d818-5cf9-4fb5-b745-12cd7d8e4e10/Ad_hoc_Mitteilung_EN.pdf,,,1003,2025,https://mailing-ircockpit.eqs.com/crm-mailing/5c25e3e4-ea7c-11e8-902f-2c44fd856d8c/c0626732-d5cb-4f0e-8964-1da859f23973/d087d818-5cf9-4fb5-b745-12cd7d8e4e10/Ad_hoc_Mitteilung_EN.pdf,"Die eigentliche Investor-Relations-Website von Adval Tech (advaltech.com) ist eine vollstaendig clientseitig gerenderte Angular-Anwendung ohne Server-Side-Rendering; das direkte Geschaeftsbericht-2025-PDF (Storyblok/EQS-Cockpit-Hosting) liess sich damit nicht per URL verifizieren. Stattdessen wurde die offizielle Ad-hoc-Mitteilung vom 31. Maerz 2026 (""Adval Tech Group's Annual Report 2025"" / ""Forward strategy shows initial progress in 2025"") verwendet, die von Adval Tech selbst ueber die im eigenen Webseiten-Javascript referenzierte EQS-Cockpit-Distribution veroeffentlicht wurde und deren Kennzahlentabelle sich per Fussnote explizit auf den ""Annual Report 2025, page 92"" bezieht. revenue = 'Net turnover' (CHF 155.921 Mio.), separat ausgewiesen von der groesseren Zeile 'Total income' (CHF 163.243 Mio., inkl. sonstiger Ertraege) - gemaess Regel 4 wurde die Zeile genommen, die tatsaechlich 'Net turnover' heisst. Kein Hinweis auf nicht beherrschende Anteile (Minderheitsanteile) im Konzern gefunden (auch nicht im Geschaeftsbericht 2022), Nettoergebnis daher als vollstaendig aktionaersbezogen behandelt. Beschaeftigte (1'003) sind laut Fussnote 2 der Kennzahlentabelle Vollzeitaequivalente (FTE) mit direktem Anstellungsvertrag bei der Adval Tech Gruppe per 31.12.2025 (Vorjahreszahl 2024 wurde entsprechend anpasst). Gruendungsjahr konnte nicht anhand einer eigenen Firmenquelle (Geschichte-Seite) verifiziert werden - die JS-Seite liess sich nicht auslesen und im Geschaeftsbericht 2022 fand sich keine Gruendungsangabe; Drittquellen (u.a. Handelsregister-Aggregatoren) nennen widerspruechliche Jahre (1924/1929/1930) fuer die Vorgaengerfirma 'Styner + Bienz', die erst 1997 in 'Adval Tech Holding AG' umbenannt wurde - deshalb bleibt founding_year leer statt eine ungeprueft uebernommene Zahl einzutragen.",yes
CHE-100.842.382,AEVIS VICTORIA SA,AEVS,CH0478634105,8945007IU37NXIYRG176,Rue Georges-Jordil 4,1700,Fribourg,7.154,46.799637,"Rue Georges-Jordil 4, 1700 Fribourg",hq,dienstleistung,total_group,1055.058,CHF,net_sales,1000000,-20.108,CHF,1000000,"Investmentgesellschaft, die mehrheitlich Privatkliniken (Swiss Medical Network), Luxushotels (MRH Switzerland) und Gesundheits-/Hotelimmobilien haelt und konsolidiert betreibt.",https://www.aevis.com/media/document/485d9ac3-36d9-411e-b264-f38e7cc7fddc/assets/Aevis_Annual_Report_2025.pdf,2006,"https://www.aevis.com/media/document/485d9ac3-36d9-411e-b264-f38e7cc7fddc/assets/Aevis_Annual_Report_2025.pdf (Kapitel 'Report on our investments': ""AEVIS VICTORIA is an investment company established in 2006."")",4870,2025,https://www.aevis.com/media/document/485d9ac3-36d9-411e-b264-f38e7cc7fddc/assets/Aevis_Annual_Report_2025.pdf,"Die Consolidated Income Statement weist gestaffelt 'Revenue from operations' (CHF 1'132.898 Mio.) + 'Other revenue' (CHF 75.468 Mio.) = 'Total revenue' (CHF 1'208.366 Mio.) aus, davon abgezogen 'External services' (CHF 153.308 Mio., v.a. an Belegaerzte/Dritte weiterverrechnete Leistungen) ergibt 'Net revenue' (CHF 1'055.058 Mio.). Der Bericht selbst verwendet durchgaengig 'Net revenue' als Haupt-Umsatzkennzahl (MD&A: ""net revenue increased by 13.5% to CHF 1'055 million""; identische Bezeichnung auch in der Segmentberichterstattung, Konzernanhang), deshalb wurde diese Zeile statt der groesseren 'Total revenue' als revenue eingetragen. Konzernverlust (Loss for the period) betrug CHF -25.621 Mio., davon den Aktionaeren der AEVIS VICTORIA SA zurechenbar CHF -20.108 Mio. und Minderheitsanteilen CHF -5.513 Mio. (v.a. aus nicht vollstaendig konsolidierten Tochtergesellschaften wie Swiss Medical Network, 76.3% Anteil); eingetragen wurde der Aktionaersanteil. Beschaeftigte (4'870) sind laut Bericht explizit 'Number of FTE at year-end' (Vollzeitaequivalente), nicht Koepfe.",yes
CHE-234.781.164,ALCON AG,ALC,CH0432492467,549300LDT5AP8S0NBM78,RUE LOUIS-D'AFFRY 6,1701,FRIBOURG,7.150745,46.804157,"RUE LOUIS-D'AFFRY 6, 1701 FRIBOURG",hq,industrie,total_group,10319,USD,net_sales,1000000,980,USD,1000000,"Chirurgische Produkte für die Augenheilkunde (Intraokularlinsen, Verbrauchsmaterialien und Geräte für Katarakt- und Netzhautoperationen) sowie Kontaktlinsen und rezeptfreie Ocular-Health-Produkte wie Augentropfen.",https://www.sec.gov/Archives/edgar/data/1167379/000116737926000014/alc-20251231.htm,1945,https://www.sec.gov/Archives/edgar/data/1167379/000116737926000014/alc-20251231.htm,25942,2025,https://www.sec.gov/Archives/edgar/data/1167379/000116737926000014/alc-20251231.htm,"Vollzeitaequivalente ('Total full-time equivalent associates', Item 6.D des Form 20-F); der Bericht weist keine separate Kopfzahl aus. Zuvor stand hier die gerundete Angabe 25'000.",yes
CHE101079312,Allreal Holding AG,ALLN,CH0008837566,5067006XH174LA44H658,Grabenstrasse 25,6340,Baar,8.518147,47.186733,"Grabenstrasse 25, 6340 Baar",hq,bau,total_group,436.7,CHF,operating_income,1000000,219.3,CHF,1000000,Schweizer Immobiliengesellschaft: haelt und bewirtschaftet ein Portfolio von Renditeliegenschaften (Rental income) und entwickelt/realisiert eigene und im Auftrag Dritter Bauprojekte (Segment Development & Realisation).,https://allreal.ch/en/about-us,1999,"https://allreal-prod.fra1.cdn.digitaloceanspaces.com/Berichterstattung/2025-gb/EN/Annual-Report-2025.pdf (Notes to the Statutory Financial Statements: ""Allreal Holding AG, domiciled in Opfikon ZH, was founded on 17 May 1999."")",211,2025,https://allreal-prod.fra1.cdn.digitaloceanspaces.com/Berichterstattung/2025-gb/EN/Annual-Report-2025.pdf,"Als Immobiliengesellschaft weist Allreal keine Zeile 'Umsatz'/'Net sales' aus; in der Consolidated Income Statement (Swiss GAAP FER) heisst die Summenzeile 'Operating income' (CHF 436.7 Mio.), zusammengesetzt aus Rental income from investment properties (204.0), Income from Realisation (160.2), Income from sales Development (68.9) und Other income (3.6) - deshalb revenue_type operating_income statt net_sales. Net profit (CHF 219.3 Mio.) ist ohne Minderheitsanteile ausgewiesen (kein Hinweis auf non-controlling interests im Bericht gefunden), somit vollstaendig den Aktionaeren der Allreal Holding AG zurechenbar. Beschaeftigte (211) sind laut Kennzahlenuebersicht explizit 'Employees on balance sheet date, full-time equivalents' (Vollzeitaequivalente), nicht Koepfe - die geringe Zahl erklaert sich durch das asset-light Geschaeftsmodell einer Immobilien-Holding.",yes
CHE103607759,Alpine Select AG,ALPN,CH0019199550,506700VJZ26IVEV9XH10,Gotthardstrasse 31,6300,Zug,8.511987,47.172539,"Gotthardstrasse 31, 6300 Zug",hq,finanz,total_group,,,,,10318,CHF,1000,"Reine Beteiligungs-/Investmentgesellschaft, die für institutionelle und private Anleger in ein diversifiziertes alternatives Anlageportfolio investiert (u. a. Discount- und Risk-Arbitrage-Strategien, wenig beachtete Situationen, kurzfristige Opportunitäten, liquide Hedge Funds und digitale Vermögenswerte)",https://www.alpine-select.ch/en/alpine,1997,https://www.alpine-select.ch/en/component/edocman/annual-report-2025/viewdocument/79,3,2025,https://www.alpine-select.ch/en/component/edocman/annual-report-2025/viewdocument/79,"Kein Umsatz eingetragen: Alpine Select ist eine reine Beteiligungs-/Investmentgesellschaft ohne operatives Geschäft. Die konsolidierte Erfolgsrechnung (Swiss GAAP FER) weist keinen Umsatz aus, sondern nur 'Operating income' aus Anlageergebnis (Net investment gains 11'896 TCHF, Dividendenertrag 134 TCHF, Zinsertrag 377 TCHF, übriger Ertrag 163 TCHF = 12'570 TCHF) - das ist kein Umsatz im Sinne des Vertrags. Profit ist der konsolidierte Jahresgewinn den Aktionären von Alpine Select zurechenbar (10'318 TCHF von total 10'318 TCHF Konzerngewinn; 2025 keine Fremdanteile, Vorjahr 51 TCHF Fremdanteile). Mitarbeitende: 3 FTE im Jahresdurchschnitt (identisch mit Kopfzahl laut Bericht).",yes
CHE100000259,ALSO Holding AG,ALSN,CH0024590272,529900ACS8A6PTQI6141,Meierhofstrasse 5,6032,Emmen,8.304039,47.082161,"Meierhofstrasse 5, 6032 Emmen",hq,handel,total_group,13501.2,EUR,net_sales,1000000,109.3,EUR,1000000,"Distribution und Vermarktung von IT-Hardware, Software und IT-Services sowie Cloud-, IoT- und weiteren digitalen Plattform-Angeboten für ein europaweites Netzwerk von Fachhändlern (Reseller).",https://www.also.com/ec/cms5/en_6000/6000/index.jsp,1984,"https://www.also.com/ec/cms5/media/img/6000_holding/reports_and_presentations/2025_125/fy25_also_annual_report_en.pdf (Note 1, Corporate information: 'ALSO was founded in 1984')",5678,2025,https://www.also.com/ec/cms5/media/img/6000_holding/reports_and_presentations/2025_125/fy25_also_annual_report_en.pdf,"Vorsicht Falle: Der 5-Jahres-Überblick und die Investor-Kommunikation nennen 'Net sales before PvA' von EUR 15'243.9 Mio. - das ist eine alternative Kennzahl (Bruttosicht vor Anpassung der Umsatzerfassung bestimmter Software-Geschäfte), keine Zeile der Erfolgsrechnung. Die Konzern-Erfolgsrechnung selbst weist 'Total net sales' EUR 13'501.226 Mio. aus; diese Zeile wurde eingetragen. Gewinn = Aktionärsanteil 'Attributable to shareholders of ALSO Holding AG' EUR 109.331 Mio.; Gesamtkonzerngewinn 'Net profit Group' EUR 109.629 Mio. (inkl. Minderheitsanteile EUR 0.298 Mio.). Beschäftigte: Firma weist in der Segment-/Finanzberichterstattung 'Headcount at year-end' 5'157 aus, aber das ist laut eigener Definition eine Vollzeitstellen-Grösse ('number of full-time equivalent positions excluding temporary employees'); die echte Kopfzahl steht im Sustainability-Teil ('the employee count is by head') bei 5'678 (Summe Central Europe 3'565 + Northern/Eastern Europe 2'113 für 2025) - diese wurde eingetragen.",yes
CHE-238.689.758,Amrize AG,AMRZ,CH1430134226,529900SLCCO6K43P8146,Grafenauweg 8,6300,Zug,8.512655,47.174156,"Grafenauweg 8, 6300 Zug",hq,industrie,total_group,11815,USD,net_sales,1000000,1185,USD,1000000,"Baustoffe (Zement, Zuschlagstoffe, Transportbeton, Asphalt) und Gebäudehüllen-Produkte (Dachsysteme, Dämmung, Dichtstoffe) für Infrastruktur-, Gewerbe- und Wohnbauprojekte in den USA und Kanada.",https://www.amrize.com/us/en/our-company.html,2025,https://www.amrize.com/us/en/newsroom/amrize-debuts-as-independent--publicly-traded-company.html,19000,2025,https://www.sec.gov/Archives/edgar/data/2035989/000203598926000017/holcim-20251231.htm,"Amrize Ltd (SIX/NYSE: AMRZ, Sitz Zug) wurde am 23.6.2025 durch 100%-Spin-off aus Holcim herausgelöst; die als 'Amrize AG' bekannte Gesellschaft firmiert in den SEC-Unterlagen als 'Amrize Ltd'. Die FY2025-Zahlen im 10-K (Geschäftsjahr = Kalenderjahr 2025) decken die vollen 12 Monate ab, sind methodisch aber zweigeteilt: Jan.-22.Juni 2025 auf 'Carve-out'-Basis (aus Holcims Konzernrechnung abgeleitet), 23.Juni-31.Dez.2025 als eigenständige konsolidierte Gesellschaft - kein Rumpfjahr, aber auch keine durchgehend eigenständige Jahresrechnung. Umsatzzeile heisst im Bericht 'Revenues' (nicht 'Net sales'), stammt aus dem Verkauf von Zement, Zuschlagstoffen, Transportbeton, Asphalt und Dachsystemen - daher als net_sales verbucht. Konzerngewinn 'Net income' betrug 1'182 Mio. USD; davon entfiel ein Verlustanteil von 3 Mio. USD auf Minderheiten, sodass der den Aktionären zurechenbare Gewinn ('Net income attributable to the Company') mit 1'185 Mio. USD sogar höher liegt - dieser Wert wurde eingetragen. Mitarbeitende: Bericht nennt nur 'more than 19,000' (Köpfe, nicht FTE) zum 31.12.2025, keine exakte Zahl offengelegt. founding_year=2025 bezieht sich auf den Börsengang/die rechtliche Verselbstständigung als Amrize; die Rechtseinheit selbst wurde 2023 als Holcim-Finanzvehikel gegründet und 2024 in Amrize Ltd umbenannt, das operative Geschäft (vormals Teil von Holcim/Lafarge) hat laut Unternehmensangaben eine 'over 100 years'-Historie ohne konkretes Gründungsjahr.",yes
454834,APG SGA SA,APGN,CH0019107025,,Avenue Rosemont 8,1208,Genève,6.171688,46.202602,"Avenue Rosemont 8, 1208 Genève",zefix,dienstleistung,total_group,328.769,CHF,net_sales,1000000,27.075,CHF,1000000,"Vermarktung und Bewirtschaftung von Aussenwerbeflaechen (Plakatstellen, digitale Screens, Stadtmobiliar) in der Schweiz und in Serbien.",https://www.apgsga.ch/de/ueber-uns/unternehmen/,1900,"https://www.apgsga.ch/de/ueber-uns/unternehmen/ (Meilensteine der APG|SGA Unternehmensgeschichte: ""1900 Gruendung der APG|SGA in Genf"")",473,2025,https://apgwebsite2021privatecloud-live-e989965-f00c998.divio-media.org/filer_public/ae/25/ae25fecb-62e2-4df5-9a85-22e02eb95d89/2025_financial_report.pdf,"Die Consolidated income statement (Financial Report 2025, S. 7) weist keine Zeile 'Total revenue'/'Net sales' aus, sondern gestaffelt 'Advertising revenue' (CHF 327.032 Mio.) + 'Real estate revenue' (CHF 1.737 Mio.) + 'Other operating income' (CHF 0.410 Mio.) = 'Operating income' (CHF 329.179 Mio.). 'Other operating income' besteht laut Anhang (Note 18) ausschliesslich aus einmaligen Ertraegen (Gewinne aus Liegenschafts-/Anlagenverkaeufen, Realisierung eines Infrastrukturprojekts, Entschaedigung fuer Bauvorschriften) und nicht aus operativem Kerngeschaeft - deshalb wurde revenue als Summe der beiden echten, wiederkehrenden Umsatzzeilen 'Advertising revenue' + 'Real estate revenue' = CHF 328.769 Mio. eingetragen, ohne die einmaligen 'Other operating income'. Konzernergebnis (Consolidated net income, CHF 27.075 Mio.) weist keine separate Minderheitsanteils-Zeile aus (Eigenkapitalveraenderungsrechnung zeigt nur eine einzige Eigenkapitalspalte), somit vollstaendig den Aktionaeren zurechenbar. Mitarbeitende (473) sind laut Kennzahlenuebersicht im Geschaeftsbericht 2025 explizit 'Basis Vollzeitaequivalent 100%' (FTE), nicht Koepfe.",yes
CHE-106.181.952,Arbonia AG,ARBN,CH0110240600,52990053OCTMTW77M139,Amriswilerstrasse 50,9320,Arbon,9.407188,47.521637,"Amriswilerstrasse 50, 9320 Arbon",hq,industrie,continuing_operations,624.517,CHF,net_sales,1000000,-9.766,CHF,1000000,"Europaeischer Hersteller von Tueren, Zargen sowie Dusch- und Raumloesungen fuer Wohn- und Objektbau, mit Produktionsstandorten von Portugal bis Polen.",https://www.arbonia.com/en/about-us/,1874,"https://www.arbonia.com/en/about-us/history/ (""Franz Josef Forster opens a coppersmith's shop where bedpans, pans and other containers are produced"", 1874 - Vorlaeuferunternehmen Hermann Forster AG, aus dem die heutige Arbonia AG hervorging)",3878,2025,https://www.arbonia.com/fileadmin/content_arbonia/05_Investoren/Gesch%C3%A4fts-_und_Halbjahresberichte/Arbonia_Annual_Report_2025.pdf,"Arbonia hat die Climate Division im Februar 2025 verkauft; diese wird im Geschaeftsbericht 2025 durchgaengig als 'discontinued operations' separat ausgewiesen. Um die Umsatz-Gewinn-Falle (Regel 3) zu vermeiden, wurden sowohl revenue als auch profit konsistent auf Basis 'continuing operations' (ohne Climate Division) eingetragen: Net revenues CHF 624.517 Mio. und Group result from continuing operations CHF -9.766 Mio. Der Gesamtkonzerngewinn inkl. discontinued operations betrug CHF 131.867 Mio. (getrieben durch einen einmaligen Buchgewinn von CHF 141.633 Mio. aus dem Verkauf der Climate Division) - dieser waere nicht mit dem nur auf continuing operations bezogenen Umsatz vergleichbar und wurde deshalb nicht verwendet. Keine Minderheitsanteile: 'Group result' ist vollstaendig den Aktionaeren der Arbonia AG zurechenbar (keine separate NCI-Zeile in der Erfolgsrechnung). Mitarbeitende (3'878) sind laut Kennzahlenuebersicht 'Average headcount in FTE' (durchschnittliche Vollzeitaequivalente 2025, continuing operations), keine Kopfzahl.",yes
CHE-114.160.610,ARYZTA AG,ARYN,CH1425684714,549300W2PUDQQVRD8W85,TALACKER 41,8001,ZÜRICH,8.535038,47.371902,"TALACKER 41, 8001 ZÜRICH",hq,industrie,total_group,2223.3,EUR,net_sales,1000000,112.3,EUR,1000000,"International tätiges Bäckereiunternehmen: Brot, Backwaren und Feingebäck, die im Bake-off-Verfahren am Verkaufsort fertig gebacken werden (Convenience-Bakery für den Detailhandel).",https://www.aryzta.com/company/company-profile,2008,https://www.aryzta.com/media/document/44946849-a990-4716-9be2-2aadae39d6c2/assets/aryzta-ar-2010.pdf,8138,2025,https://www.aryzta.com/media/document/7be11c9f-2070-4f15-8781-7064d7396981/assets/ARYZTA_AG_2025_Annual_Report.pdf,"Mitarbeiterzahl als Kopfzahl ausgewiesen ('Headcount of Total Employees': 8'138 für 2025) im Sustainability-Statement-Teil des Geschäftsberichts, nicht als FTE. ARYZTA berichtet in EUR und mit Geschäftsjahr per 31. Dezember. Kein Minderheitsanteil ausgewiesen: 'Profit for the year attributable to equity shareholders' (EUR 112.3 Mio.) ist die einzige Ergebniszeile.",yes
CHE102333654,Ascom Holding AG,ASCN,CH0011339204,506700ZQR2RU51M31817,Zugerstrasse 32,6340,Baar,8.521724,47.189472,"Zugerstrasse 32, 6340 Baar",hq,,,,,,,,,,,,,,,,,,no
CHE356811383,ASMALLWORLD AG,ASWN,CH0404880129,506700FU4FBA20IS2771,Seidengasse 20,8001,Zürich,8.537298,47.375473,"Seidengasse 20, 8001 Zürich",hq,dienstleistung,total_group,19067.8,CHF,net_sales,1000,-221.9,CHF,1000,"Betreibt das ASMALLWORLD-Reise- und Lifestyle-Mitgliedernetzwerk (Community-Plattform, App und Events) und ist als Full-Service-Reisebüro für massgeschneiderte Luxusreiseplanung und Hospitality-Buchungen tätig",https://www.asmallworldag.com/files/reports/1775103559626-en-260402_ASW%20Annual%20Report%202025.pdf,2004,https://www.asmallworldag.com/files/reports/1775103559626-en-260402_ASW%20Annual%20Report%202025.pdf,10,2025,https://www.asmallworldag.com/files/reports/1775103559626-en-260402_ASW%20Annual%20Report%202025.pdf,"Konzernergebnis 2025 ist ein Verlust von TCHF -221.9; im Income Statement gibt es keine separate Minderheitsanteil-Zeile (EPS wird direkt aus dem 'Net result' berechnet), der Betrag ist also vollständig den Aktionären der ASMALLWORLD AG zurechenbar. Mitarbeitende: Geschäftsbericht nennt 10 Vollzeitäquivalente (FTE) im Berichtsjahr (Vorjahr 12); eine separate Statutory-Note nennt nur die Bandbreite 'did not exceed 50 FTE'.",yes
CHE-116.315.303,AUTONEUM HOLDING AG,AUTN,CH0127480363,549300FL07XZC5MNXS47,SCHLOSSTALSTRASSE 43,8406,WINTERTHUR,8.702294,47.495964,"SCHLOSSTALSTRASSE 43, 8406 WINTERTHUR",hq,industrie,total_group,2290.6,CHF,net_sales,1000000,60.0,CHF,1000000,"Akustik- und Wärmemanagement-Komponenten (Schall- und Hitzeschutz für Motorraum, Unterboden, Innenraumboden und Innenverkleidung) für Personen- und Nutzfahrzeuge.",https://www.autoneum.com/products-technologies/,1901,https://www.autoneum.com/company/about-autoneum/geschichte-timeline/ ('1901 Martin Keller gründet Handelsgesellschaft für Farben und Lacke in der Schweiz'),16407,2025,https://www.autoneum.com/wp-content/uploads/2026/03/Autoneum-Annual_Report_2025.pdf,"Als eigenständige, börsenkotierte Autoneum Holding Ltd. entstand die Firma erst 2011 durch Abspaltung von Rieter (Timeline nennt '2011 Verselbständigung und Börsengang von Autoneum'); founding_year 1901 folgt der von Autoneum selbst publizierten Firmengeschichte-Timeline, die 1901 als Ursprung der Handelsgesellschaft von Martin Keller nennt, aus der die heutige Autoneum-Technologie (via Rieter-Übernahme von Unikeller 1984) hervorging. Gewinn: 'Net result' Gesamtkonzern CHF 80.2 Mio., davon 'attributable to shareholders of Autoneum Holding Ltd' CHF 60.0 Mio. (eingetragen) und 'attributable to non-controlling interests' CHF 20.2 Mio. Beschäftigte: Bericht weist nur eine Kennzahl aus - 'Headcount increased to 16'407 FTEs' (Full-time equivalents including temporary employees); eine reine Kopfzahl wird im Bericht nicht separat ausgewiesen.",yes
CHE-110.286.241,Avolta AG,AVOL,CH0023405456,549300X53WDBVW7TIF57,Brunngässlein 12,4052,Basel,7.594771,47.552879,"Brunngässlein 12, 4052 Basel",hq,handel,total_group,13760,CHF,net_sales,1000000,199,CHF,1000000,"Betreibt weltweit Duty-free- und Duty-paid-Einzelhandel sowie Gastronomie- und Convenience-Konzepte an Flughäfen, Autobahnraststätten, Kreuzfahrtschiffen und Bahnhöfen.",https://www.avoltaworld.com/en/meet-avolta/what-we-do,1865,https://www.avoltaworld.com/system/files/2026-03/Annual_Report_2025.pdf,69278,2025,https://www.avoltaworld.com/system/files/2026-03/Annual_Report_2025.pdf,Zeile 'Net sales' der konsolidierten Erfolgsrechnung (S. 172). Der Bericht weist daneben 'Turnover' von 13'983 Mio. CHF aus (Net sales plus 223 Mio. Werbeertraege) — das ist nicht der Nettoumsatz und stand hier zuvor faelschlich. Gewinn ist der auf die Aktionaere der Avolta AG entfallende Anteil (199 Mio.); der Konzerngewinn inkl. Minderheitsanteilen betraegt 339 Mio.,yes
CHE107906534,BACHEM HOLDING AG,BANB,CH1176493729,506700S81111XI7TG884,Hauptstrasse 144,4416,Bubendorf,7.732505,47.443275,"Hauptstrasse 144, 4416 Bubendorf",hq,industrie,total_group,695.07,CHF,net_sales,1000000,148.793,CHF,1000000,Auftragsentwicklung und -herstellung (CDMO) von Peptid- und Oligonukleotid-Wirkstoffen (APIs) für Pharmakunden.,https://www.bachem.com/about-bachem/company-overview/,1971,https://www.bachem.com/about-bachem/company-overview/history/,2595,2025,https://www.bachem.com/wp-content/uploads/2026/03/Bachem-Annual-report-2025-EN.pdf,"Mitarbeitende: Der Bericht nennt zwei Zahlen — 2'595 Personen zum Jahresende 2025 ('The number of employees increased from 2 284 to 2 595', Abschnitt Workforce Development) sowie 2'511 als Durchschnitt der Vollzeitäquivalente (FTE, exkl. Lernende) in der Kennzahlentabelle. Gemäss Regel 6 wurde die Kopfzahl (2'595) eingetragen, nicht die FTE. Der Nettogewinn (CHF 148.793 Mio.) ist laut Fussnote in der konsolidierten Erfolgsrechnung vollständig den Aktionären der Muttergesellschaft zurechenbar (keine Minderheitsanteile), daher keine Abweichung nach Regel 5. Keine Hinweise auf aufgegebene Geschäftsbereiche; consolidation_basis daher total_group.",yes
,Baloise Swiss Property,BALSP1,CH1567469239,,,,,,,,,,,,,,,,,,,,,,,,,,no
CHE-105.981.074,BANQUE CANTONALE DE GENÈVE,BCGE,CH1485899350,549300ZEFUWWFTP7BA50,QUAI DE L'ILE 17,1211,GENEVA,6.14429,46.205269,"QUAI DE L'ILE 17, 1211 GENEVA",hq,finanz,total_group,553.837,CHF,operating_income,1000000,220.888,CHF,1000000,"Universalbank mit Retail- und Firmenkundengeschäft, Private Banking, Asset Management, Anlagefonds, Vorsorgeberatung, Hypothekarfinanzierungen sowie Krediten an Unternehmen und öffentliche Körperschaften.",https://www.bcge.ch/fr/qui-sommes-nous,1816,https://www.bcge.ch/en/histoire,958,2025,https://www.bcge.ch/documents/395713/3091252/BCGE_resultats_annuels_2025.pdf/9197a663-29fe-5c17-028d-9fc1dad82690?t=1773678739794,"Effektivbestand ist ausschliesslich als Vollzeitäquivalent ausgewiesen (958 'équivalents 100%' per 31.12.2025); eine separate Kopfzahl nennt der Bericht nicht. Kein Minderheitsanteil am Konzerngewinn ('dont part des intérêts minoritaires au bénéfice groupe' = '-'). BCGE datiert ihre Gründung selbst auf 1816 (Caisse d'Epargne de la République de Genève), obwohl die heutige Rechtsform erst 1994 aus der Fusion mit der Banque Hypothécaire du Canton de Genève entstand.",yes
CHE-105.905.618,BANQUE CANTONALE DU JURA SA,BCJ,CH0350665672,549300BLETICMY13WN65,RUE DE LA CHAUMONT 10,2900,PORRENTRUY,7.073331,47.417057,"RUE DE LA CHAUMONT 10, 2900 PORRENTRUY",hq,finanz,total_group,71.965,CHF,operating_income,1000000,12.283,CHF,1000000,"Universalbank mit Kredit-, Vermögensverwaltungs- und Beratungsdienstleistungen für Privatpersonen und Unternehmen im Kanton Jura, inklusive Hypotheken und Vorsorgelösungen.",https://www.bcj.ch/fr/La-BCJ.html,1979,https://www.bcj.ch/fr/La-BCJ/Actualites-et-communiques-de-presse/Ma-BCJ-La-banque-des-Jurassiens.html,159,2025,https://assets.bcj.ch/Htdocs/Files/v/2a001d0f242c0b9747e8f3c73829e92526667906f608e15b1c69653847cf22b6.pdf/Rapport-de-gestion-2025.pdf,"employees: Bericht weist 159.3 aus (Vollzeitstellen mit Dezimalstelle), hier auf 159 gerundet — die Karte zaehlt Personen. Die BCJ erstellt keine konsolidierte Konzernrechnung ('Les sociétés dominées étant insignifiantes [...], la Banque n'établit pas de comptes consolidés', S. 41 des Rapport de gestion 2025) - die Zahlen sind die einzige, für den ganzen Betrieb geltende Jahresrechnung. Der Compte de résultat selbst weist keine explizite 'Total des produits d'exploitation'-Zeile aus, sondern springt von den vier Teilergebnis-Subtotalen direkt zu den Geschäftsaufwendungen. Verwendet wurde daher die Summe der vier ausgewiesenen Subtotale nach Wertberichtigungen aus dem Zinsengeschäft (50'721 + 11'308 + 7'619 + 243 = 69'891 Tausend CHF) NICHT als Basis, sondern die in der Kennzahlentabelle (S. 4) explizit so benannte Zeile 'Total des produits (avant variations des corrections de valeur pour",yes
